cluster,39,39,39,39
opt,,,,
planning_horizon,2020,2030,2040,2050
AC,35.34379193122558,46.16418549614062,51.753673373101314,15.469681690480446
lignite,3.309097835538837,3.3078938299116127,0.3908316919458447,3.3089573164188413
coal,9.56479767496142,9.56343741185081,9.563201836855692,9.563224620851503
oil,55.855212787257926,56.29891531036949,65.81576542773465,34.20495004714956
oil primary,52.920516496666664,52.92124304266667,52.92163027,52.92202357016666
uranium,51237.94954505035,94647.84723218599,66736.84308160297,42935.4356587055
co2,-7.774969458727245,-40.06177486618638,-735.1707270604637,-1.9824430643074378
co2 stored,36.54572721674376,2.4873485247991085,-605.4895688563838,12.40260074551791
gas,24.640743725790337,24.640144878119898,24.556538401075606,24.58644253703027
H2,98.59583565689275,103.71256280600336,168.94983308129812,25.165564802855457
battery,35.150352760385466,46.294762544535715,48.119715124356055,13.754691432174598
land transport oil,57.86450964896794,66.60861180544204,254.83900226422926,
urban central heat,19.481591945023425,30.065052137430538,42.37872300629556,14.154159752530903
urban central water tanks,7.0819680078426765,21.730197586754553,21.316730106560442,7.863856365910472
biogas,-4.144005038676133,28.36144612817924,144.64482808680347,62.445120334300036
solid biomass,7.1773721887262685,19.46828397298712,54.92439494296926,13.657941442600038
unsustainable bioliquids,56.71470893026142,65.45856872752991,,
methanol,140.49171803733432,139.85513513203526,61.64355942487464,42.157529787066935
solid biomass for industry,7.188024138110341,19.47780150451773,20.700379850458056,13.668529589626
gas for industry,26.181243501222998,32.57105122761756,169.39396340692025,24.538515204656868
industry methanol,142.42948226549535,149.80027295792806,244.1826249415572,42.701544238330676
shipping oil,57.86378704950281,66.6089270771372,254.8375954369217,
naphtha for industry,57.86430467283206,66.60814883718135,252.22421987469954,34.29006782688833
kerosene for aviation,57.86443116984822,66.6087775961238,254.83770551379828,34.78003142757752
process emissions,-7.783631909756739,-40.0014524302458,-657.4797413934051,6.993006572577444
coal for industry,12.188591105633465,23.03852259839795,256.6636264893344,
agriculture machinery oil,57.86417930989713,66.60881477913273,254.8375461245036,34.78014292436606
low voltage,44.523587585265886,52.3158343047505,64.77644814160402,21.754338031224098
home battery,40.25894476962149,51.319839389479824,55.006102728612746,18.497954913753038
rural heat,42.97458774470528,49.35421454918059,53.41696830051568,26.55747270336797
rural water tanks,71.78674689107493,21.59608685950554,10.799285618186254,15.158122054768036
urban decentral heat,42.0771848060624,53.75174354009994,68.3214624550897,16.722839192140864
urban decentral water tanks,43.94805921700354,29.34012378977691,13.633683580146124,6.678129798136582
EV battery,,50.60241211501566,56.27819493688669,20.783460077990025
shipping methanol,,149.80094369255332,244.1825844173772,42.70033079269165
