cluster,39,39,39,39
opt,,,,
planning_horizon,2020,2030,2040,2050
CCGT,0.7544786109339928,120.01258207483909,226.51502660117362,131.04392492944643
DAC,0.1817857356639784,7.732613495639904,32.13145999928246,15.180764166101609
DC,0.5390530308375753,17.808679637798132,51.70654299430874,17.472709186800866
H2 Electrolysis,0.19155231334383976,5.595289759809582,42.84268273908931,14.706992175305842
H2 Fuel Cell,0.2575998370121119,12.293710230136321,51.23792614862253,16.46256792703055
OCGT,0.2497041459780446,15.726070248135219,64.23659096143238,24.199946815769078
battery charger,0.20964301076211658,8.097211835079962,32.29770013490927,11.548849372721284
battery discharger,0.21277209815285134,8.497536189958389,64.45467137358759,31.541307700622962
coal,0.22555634951833442,49.069729093396724,541.8365922450928,52.183813103482926
electricity distribution grid,-0.02495339409851009,0.3699234463801732,28.966427646119865,12.630747867665852
geothermal,-0.02771989301562563,25.11778232162743,63.29798089530785,20.00908949986654
lignite,13.593115723507008,22.820444927318533,559.1047730618462,19.73672547627601
nuclear,0.21425318746038663,9.11957108426944,49.32132905053057,16.03638550119141
offwind-ac,0.21791819692078254,16.032900684368627,43.89534506473528,15.271507890624761
offwind-dc,0.1783375387749124,12.914788820488402,43.17911581413019,15.217940247327315
offwind-float,0.19536234736095084,11.998149098182653,52.96880795888502,16.500031379195367
oil,0.08734859304236121,238.4866415424682,50.44938471294737,15.807327391563513
onwind,0.3581350467163482,14.259867808042241,38.232256199158826,14.203183277431958
ror,0.2162181440465332,13.77764489573009,46.64243380394865,15.54958827432885
solar,0.2001628723201654,14.24853066361859,31.059187034320704,13.52516584537116
solar-hsat,0.10338247032357191,9.214384764057847,36.45110018281022,13.594893745332874
urban central CHP,0.6365535301752676,18.358256165621516,93.8986313953978,22.57559825126753
urban central CHP CC,0.39101405192022176,13.644203841087496,68.29341578119114,18.694324210912388
urban central solid biomass CHP,0.171380613957295,23.11400686863812,96.42978513459259,18.42474554906604
urban central solid biomass CHP CC,0.27670118334265925,11.551041836629805,58.72840766842877,17.21373525688012
