cluster,opt,planning_horizon,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
39,,2020,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205,3724799590366.0205
39,,2030,6349715980146.813,5748315042832.48,5208978709003.543,4724785022149.737,4289640598407.7734,3898174796431.6807,3545648238208.439,3227873623764.137,2941147093191.2617,2682188650732.265
39,,2040,9259721626609.99,7588753655950.884,6231527207269.235,5126883355168.798,4226016075842.595,3489891695400.9775,2887224972826.296,2392888029082.5654,1986656676049.7473,1652220368972.1208
39,,2050,9126757451013.598,6771350517991.383,5038617099485.109,3760103227130.7456,2813949700213.002,2111725853516.367,1589060934585.5845,1198955815308.827,906992810310.754,687894078247.9775
39,,cumulative cost,220352161274466.12,185851437529620.62,158222142611983.44,135941197860669.19,117850313195398.8,103063292137738.52,90898034735105.38,80826393556841.27,72436999695793.97,65407558540113.85
