,AT,BE,BG,CH,CZ,EE,ES,FI,FR,GB,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
2019-01-06 17:00:00,63.43,63.43,150.7,64.6,62.4,53.28,63.43,53.28,63.43,112.0,76.74,67.0,71.04,53.4,53.4,63.43,267.78,67.37,302.52,79.9,67.0,62.4
2019-01-06 18:00:00,67.37,67.37,167.87,67.7,67.0,55.25,67.37,55.25,67.37,84.28,77.99,67.37,72.07,61.91,61.91,67.37,265.4,67.2,331.4,78.07,67.37,67.0
2019-01-06 19:00:00,67.2,67.2,151.01,67.29,64.89,54.25,67.2,54.25,67.2,75.3,75.97,67.2,68.45,61.36,61.36,67.2,253.36,66.03,336.19,75.99,67.2,64.89
2019-01-06 20:00:00,66.03,66.03,137.98,67.04,61.85,52.9,66.03,52.9,66.03,65.77,75.86,66.03,72.67,58.57,58.57,66.03,230.97,68.0,319.31,74.01,66.03,61.85
2019-01-06 21:00:00,55.36,55.36,136.81,61.24,56.0,51.95,68.0,51.95,55.36,59.8,75.55,55.78,59.85,51.95,51.95,55.36,223.07,67.65,339.0,67.18,55.78,56.0
2019-01-06 22:00:00,58.59,58.59,125.21,63.25,54.89,51.57,67.65,51.57,58.59,52.0,70.6,58.59,56.78,51.57,51.57,58.59,219.33,65.38,279.19,75.01,58.59,54.89
2019-01-06 23:00:00,53.96,55.97,106.08,61.07,50.0,50.71,65.38,50.71,54.86,60.59,68.24,53.96,51.13,50.71,50.71,51.89,202.68,59.59,264.84,75.23,53.96,50.0
2019-01-07 00:00:00,48.59,54.58,66.09,52.94,49.01,49.94,59.59,49.94,58.15,64.0,70.5,48.59,49.01,49.94,49.94,46.03,210.31,54.09,167.96,62.27,48.59,49.01
2019-01-07 01:00:00,48.8,50.7,68.98,51.23,48.46,48.62,54.09,48.62,51.86,54.77,70.48,48.8,48.46,48.62,48.62,47.98,207.53,52.2,228.62,53.58,48.8,48.46
2019-01-07 02:00:00,47.84,47.84,64.95,47.74,46.6,47.98,52.2,47.98,47.84,48.0,70.24,47.84,46.6,47.98,47.98,47.84,206.94,50.9,226.05,50.92,47.84,46.6
2019-01-07 03:00:00,46.11,46.11,47.96,46.64,46.02,47.84,50.9,47.84,46.11,42.52,67.86,46.11,46.02,47.84,47.84,46.11,203.14,50.5,217.38,50.76,46.11,46.02
2019-01-07 04:00:00,46.08,46.08,48.0,46.84,47.0,46.96,50.5,46.96,46.08,43.64,67.86,46.08,47.0,46.96,46.96,46.08,208.02,50.9,214.67,51.41,46.08,47.0
2019-01-07 05:00:00,47.62,47.62,90.38,49.89,50.52,48.09,50.9,48.09,47.62,48.77,67.68,47.62,50.52,48.09,48.09,47.62,215.73,55.77,219.24,54.09,47.62,50.52
2019-01-07 06:00:00,55.77,55.77,137.1,59.14,62.0,49.87,55.77,49.87,55.77,60.0,70.49,68.51,62.0,49.87,49.87,55.77,231.47,68.61,235.66,63.91,68.51,62.0
2019-01-07 07:00:00,68.61,68.61,150.5,71.19,71.1,52.74,68.61,52.74,68.61,64.84,68.09,70.85,71.1,53.51,53.51,68.61,289.66,69.15,371.03,75.0,70.85,71.1
2019-01-07 08:00:00,74.15,74.15,204.27,74.0,74.83,56.79,69.15,56.79,74.15,65.52,75.48,77.87,74.83,66.97,66.97,74.15,315.11,69.7,465.5,76.93,77.87,74.83
2019-01-07 09:00:00,74.93,74.93,234.88,74.91,75.09,57.94,69.7,57.94,74.93,67.44,77.62,78.14,75.09,72.85,72.85,74.93,326.36,69.49,521.0,78.91,78.14,75.09
2019-01-07 10:00:00,73.59,73.59,209.41,75.48,75.23,56.9,69.49,56.9,73.59,64.1,77.63,73.59,75.23,73.13,73.13,73.59,324.36,69.01,550.0,78.35,73.59,75.23
2019-01-07 11:00:00,71.23,71.23,218.92,75.03,75.45,56.28,69.01,56.28,71.23,61.21,78.4,72.47,75.45,72.32,72.32,71.23,321.35,69.0,485.0,78.47,72.47,75.45
2019-01-07 12:00:00,69.09,70.18,183.03,72.42,73.91,55.56,69.0,55.56,70.0,60.11,83.3,70.0,73.91,69.52,69.52,67.27,315.07,68.74,450.0,76.98,70.0,73.91
2019-01-07 13:00:00,67.24,68.74,199.85,70.4,72.0,55.14,68.74,55.14,68.74,57.74,83.63,68.74,73.05,67.13,67.13,65.14,314.89,66.62,439.76,75.08,68.74,73.05
2019-01-07 14:00:00,64.99,64.6,201.57,68.85,72.0,54.16,66.62,54.16,66.62,54.77,83.63,73.59,72.76,65.15,65.15,62.56,290.59,64.99,410.97,75.09,73.59,72.76
2019-01-07 15:00:00,66.05,59.25,202.25,68.23,72.99,53.73,64.99,53.73,64.99,54.8,77.95,80.0,73.02,61.36,61.36,57.56,288.15,62.67,411.0,75.85,80.0,72.99
2019-01-07 16:00:00,66.06,58.16,182.99,68.46,71.0,53.25,62.67,53.25,62.67,67.2,81.85,67.01,71.27,62.18,62.18,56.99,301.34,67.04,420.01,82.18,67.01,71.0
2019-01-07 17:00:00,66.92,74.0,185.94,69.97,71.0,53.26,67.04,53.26,67.04,73.0,83.31,81.66,74.4,68.03,68.03,72.82,290.79,70.39,560.02,83.61,81.66,74.4
2019-01-07 18:00:00,65.98,53.95,195.78,71.31,65.0,53.0,70.39,53.0,70.39,64.45,78.34,74.02,71.04,67.23,67.23,52.89,271.32,70.33,559.16,85.01,74.02,70.0
2019-01-07 19:00:00,64.98,50.0,182.93,70.67,61.31,51.59,70.33,51.59,70.33,70.03,76.21,78.0,69.89,61.38,61.38,50.0,271.12,69.0,550.0,78.69,78.0,69.89
2019-01-07 20:00:00,65.9,51.0,162.24,69.1,48.73,51.54,69.0,51.54,69.0,59.58,77.17,77.36,77.08,62.68,62.68,51.0,253.04,67.14,471.96,75.08,77.36,77.08
2019-01-07 21:00:00,64.92,44.4,162.22,64.04,52.0,50.6,67.14,50.6,62.37,57.09,72.05,70.0,70.01,50.6,50.6,49.0,216.38,63.0,359.56,70.1,70.0,52.2
2019-01-07 22:00:00,64.09,48.72,150.56,62.02,58.3,50.03,63.0,50.03,62.3,51.7,70.42,66.06,68.94,50.03,50.03,47.54,212.42,60.84,326.56,68.97,66.06,58.3
2019-01-07 23:00:00,46.02,44.4,134.83,60.96,40.7,49.11,60.84,49.11,56.42,49.47,70.52,53.09,61.89,49.11,49.11,44.4,202.22,59.59,321.6,66.29,53.09,42.89
2019-01-08 00:00:00,42.02,37.88,114.08,51.08,40.7,46.75,59.59,46.75,52.29,49.4,67.99,42.02,51.4,46.75,46.75,36.7,190.42,54.34,288.69,63.99,42.02,43.5
2019-01-08 01:00:00,38.06,43.76,120.09,46.27,41.5,46.94,54.34,46.94,42.01,48.0,68.05,38.06,42.99,46.94,46.94,45.56,184.42,52.1,181.78,60.05,38.06,41.5
2019-01-08 02:00:00,39.05,44.5,120.07,45.57,41.0,46.34,52.1,46.34,42.57,44.94,67.94,39.05,41.0,46.34,46.34,39.0,179.03,50.71,170.46,55.95,39.05,41.0
2019-01-08 03:00:00,22.65,30.87,119.17,43.77,39.76,46.24,50.71,46.24,29.4,41.98,67.86,22.65,39.76,46.24,46.24,40.0,175.99,50.5,161.23,55.03,22.65,39.76
2019-01-08 04:00:00,38.05,28.28,125.62,42.54,37.14,46.28,50.5,46.28,27.4,42.24,67.7,38.05,42.77,46.28,46.28,32.8,183.97,51.17,185.47,56.12,38.05,41.25
2019-01-08 05:00:00,40.09,42.0,126.42,46.36,47.01,46.7,51.17,46.7,39.27,49.93,67.86,72.26,63.05,46.7,46.7,43.0,206.05,54.69,199.5,62.61,72.26,47.01
2019-01-08 06:00:00,42.09,54.0,156.86,52.9,51.86,47.86,54.69,47.86,51.85,62.05,70.56,81.62,75.3,47.86,47.86,53.96,215.59,65.82,294.1,78.88,81.62,51.86
2019-01-08 07:00:00,63.97,60.79,211.29,64.5,66.97,50.08,65.82,50.08,65.82,61.74,77.54,82.93,110.17,50.08,50.08,53.0,248.48,67.2,351.25,88.99,81.03,105.0
2019-01-08 08:00:00,64.95,72.7,283.75,66.78,64.0,55.65,67.2,55.65,67.2,62.62,76.73,94.99,90.01,55.65,55.65,59.8,267.77,68.16,526.27,88.96,94.99,64.0
2019-01-08 09:00:00,65.93,67.64,264.04,68.05,68.16,55.4,68.16,55.4,68.16,66.0,83.1,85.0,93.96,62.2,62.2,60.1,279.52,68.53,558.0,92.37,85.0,68.16
2019-01-08 10:00:00,65.93,61.81,252.44,67.13,66.0,55.64,68.53,55.64,68.53,62.61,89.06,84.97,90.07,64.93,64.93,55.89,278.14,68.15,488.83,91.03,84.97,66.0
2019-01-08 11:00:00,65.92,58.55,244.75,67.0,66.38,55.65,68.15,55.65,68.15,62.43,83.33,81.95,94.35,64.61,64.61,53.48,278.54,67.95,442.23,89.93,81.95,66.38
2019-01-08 12:00:00,64.96,49.39,234.95,64.31,66.0,55.65,67.95,55.65,67.95,62.45,82.52,80.0,94.63,64.7,64.7,48.7,293.0,67.97,440.11,84.96,80.0,69.79
2019-01-08 13:00:00,64.93,49.01,253.63,64.31,65.72,53.64,67.97,53.64,67.97,60.16,80.88,74.01,90.09,68.06,68.06,49.01,301.42,65.48,441.41,85.48,74.01,69.79
2019-01-08 14:00:00,64.93,52.38,271.0,63.71,63.9,55.65,65.48,55.65,65.48,58.0,80.87,80.0,91.58,70.02,70.02,52.38,301.62,63.16,420.24,86.4,80.0,63.9
2019-01-08 15:00:00,64.0,52.37,280.04,63.08,63.9,57.62,63.13,57.62,63.13,55.12,89.07,80.0,90.59,70.06,70.06,52.37,304.22,60.66,427.17,88.36,80.0,63.9
2019-01-08 16:00:00,63.99,52.84,264.19,61.82,69.0,55.93,59.99,55.93,59.99,73.4,89.1,80.0,94.61,70.67,70.67,52.84,314.61,67.25,422.58,101.24,80.0,69.0
2019-01-08 17:00:00,63.96,77.35,253.65,65.13,68.0,55.58,67.25,55.58,67.25,81.6,89.09,81.77,99.68,73.08,73.08,78.24,314.53,69.94,526.27,103.21,81.77,68.0
2019-01-08 18:00:00,62.0,55.22,280.25,68.04,63.0,55.58,69.94,55.58,69.94,73.47,92.03,78.52,87.96,73.06,73.06,52.29,301.11,70.0,465.0,91.86,78.52,63.0
2019-01-08 19:00:00,49.02,51.99,240.63,67.8,62.5,57.1,70.0,57.1,70.0,74.4,92.07,78.0,81.99,69.95,69.95,48.38,285.12,68.15,410.33,87.01,78.0,62.5
2019-01-08 20:00:00,46.33,50.1,209.43,63.77,58.61,54.01,68.15,54.01,68.15,62.56,92.06,71.56,78.08,66.23,66.23,50.1,268.36,67.25,382.47,84.92,71.56,61.0
2019-01-08 21:00:00,53.3,51.6,195.41,60.05,48.98,50.9,67.25,50.9,55.8,58.8,83.01,65.85,71.45,62.34,62.34,51.12,235.19,63.7,364.24,75.01,65.85,55.2
2019-01-08 22:00:00,52.69,53.34,169.14,60.01,45.81,49.7,63.7,49.7,55.39,49.11,76.6,63.99,72.67,49.7,49.7,50.66,211.1,58.85,333.31,73.96,63.99,50.58
2019-01-08 23:00:00,42.01,54.98,168.24,56.24,45.0,49.03,58.85,49.03,53.46,48.53,69.95,61.0,63.01,49.03,49.03,46.72,199.98,65.25,339.0,67.29,61.0,46.0
2019-01-09 00:00:00,28.03,45.1,123.53,57.01,31.01,46.45,54.09,46.45,49.45,50.02,70.79,62.51,46.49,46.45,46.45,42.6,197.19,52.5,293.93,56.9,62.51,45.5
2019-01-09 01:00:00,42.0,43.05,71.54,53.01,34.96,45.75,52.5,45.75,48.91,53.0,71.44,61.5,42.78,45.75,45.75,39.5,191.39,51.6,216.82,52.33,61.5,34.96
2019-01-09 02:00:00,41.1,40.41,64.21,52.57,29.98,44.41,49.4,44.41,46.22,51.22,74.46,60.55,36.24,44.41,44.41,37.0,189.1,50.29,199.5,43.95,60.55,36.24
2019-01-09 03:00:00,40.06,35.49,50.25,50.27,29.16,43.87,49.6,43.87,30.81,49.2,70.48,61.49,32.38,43.87,43.87,42.4,186.55,49.79,169.0,41.97,61.49,32.38
2019-01-09 04:00:00,43.01,30.76,50.15,49.09,35.01,43.93,49.4,43.93,27.83,49.0,67.97,61.66,38.6,43.93,43.93,36.42,195.52,49.99,151.0,43.99,61.66,38.6
2019-01-09 05:00:00,43.04,38.53,56.11,51.87,43.1,45.55,49.99,45.55,37.58,51.7,68.06,62.7,49.86,45.55,45.55,42.0,207.8,53.28,179.99,54.97,62.7,49.8
2019-01-09 06:00:00,43.1,50.69,117.41,59.22,57.5,49.43,53.28,49.61,50.8,67.0,69.85,65.99,74.84,48.21,49.43,50.63,255.34,64.07,232.52,71.01,65.99,62.2
2019-01-09 07:00:00,65.0,60.6,148.62,64.56,67.43,59.24,64.07,59.06,64.07,61.67,76.42,72.91,90.06,59.24,59.24,57.51,280.31,67.16,349.0,107.15,72.91,90.06
2019-01-09 08:00:00,64.98,70.39,204.03,66.18,68.49,65.04,67.16,65.04,67.16,61.79,83.4,82.93,96.5,65.04,65.04,66.69,279.86,67.29,419.99,90.96,82.93,96.5
2019-01-09 09:00:00,64.98,74.0,215.16,66.2,69.88,64.93,67.29,64.93,67.29,63.07,84.53,85.5,104.99,64.93,64.93,65.9,282.44,67.2,450.0,90.52,85.5,104.99
2019-01-09 10:00:00,64.99,70.1,223.0,66.06,70.48,62.33,67.2,62.33,67.2,61.52,84.58,83.03,96.5,65.53,65.53,68.2,281.48,67.0,489.62,89.19,83.03,96.5
2019-01-09 11:00:00,65.0,54.68,215.4,65.9,68.1,62.57,67.0,62.57,67.0,59.66,84.55,115.02,107.03,65.31,65.31,54.0,283.67,64.97,450.0,90.07,115.02,107.03
2019-01-09 12:00:00,65.94,51.09,214.77,65.94,70.92,65.82,64.97,65.82,64.97,59.0,84.52,115.09,110.1,65.82,65.82,51.09,287.03,65.25,499.14,85.3,115.09,110.1
2019-01-09 13:00:00,65.93,50.1,225.17,65.43,70.33,66.6,64.25,66.6,64.25,57.7,77.66,78.09,107.22,66.6,66.6,50.1,289.11,65.25,513.44,84.91,78.09,107.22
2019-01-09 14:00:00,65.94,54.16,219.58,64.37,70.0,67.08,61.46,67.08,61.46,57.6,75.73,77.24,94.49,67.08,67.08,52.56,286.35,65.25,500.0,85.9,77.24,94.49
2019-01-09 15:00:00,65.92,56.34,204.5,63.75,70.0,66.44,58.64,66.44,58.64,59.53,76.53,76.32,96.5,66.44,66.44,53.95,299.63,61.71,440.65,80.98,76.32,96.5
2019-01-09 16:00:00,64.99,64.98,198.63,63.95,72.04,69.52,61.49,69.52,61.49,74.97,77.68,81.23,88.28,69.52,69.52,64.37,303.75,67.05,450.0,87.39,81.23,88.28
2019-01-09 17:00:00,64.96,73.93,119.38,66.63,73.0,70.47,67.05,70.47,67.05,80.0,76.71,82.06,90.04,70.47,70.47,75.64,303.54,68.53,550.0,90.71,82.06,90.04
2019-01-09 18:00:00,64.96,74.69,159.07,68.22,69.47,70.43,68.53,70.43,68.53,74.49,76.89,81.52,84.98,70.43,70.43,74.22,289.18,69.01,484.95,85.83,81.52,84.98
2019-01-09 19:00:00,64.91,56.3,125.06,67.97,66.23,67.09,69.01,67.09,69.01,70.0,76.67,78.52,81.07,67.09,67.09,55.98,287.61,66.58,409.93,80.14,78.52,81.07
2019-01-09 20:00:00,56.2,56.3,124.35,66.13,62.68,58.77,66.58,58.77,66.58,60.63,76.81,72.0,74.84,66.73,66.73,54.73,264.56,64.54,378.08,68.06,72.0,74.84
2019-01-09 21:00:00,54.54,56.3,148.51,62.24,50.0,52.98,64.54,52.98,62.74,57.33,75.65,66.63,66.04,52.98,52.98,50.02,255.45,62.44,349.0,66.76,66.63,62.2
2019-01-09 22:00:00,62.94,56.3,107.43,62.29,50.01,51.68,62.44,51.68,62.44,50.23,67.96,64.12,58.0,51.68,51.68,52.64,235.5,54.7,307.98,69.85,64.12,58.0
2019-01-09 23:00:00,55.12,51.27,95.03,59.04,46.78,50.96,54.7,50.96,54.7,53.93,67.86,61.66,51.0,50.96,50.96,50.31,215.33,58.6,270.48,71.58,61.66,51.0
2019-01-10 00:00:00,58.46,52.69,88.17,57.96,48.0,49.96,58.6,49.96,58.6,54.0,70.5,58.46,52.13,49.96,49.96,51.07,217.58,50.49,169.0,56.31,58.46,48.0
2019-01-10 01:00:00,50.55,49.8,76.55,53.82,48.07,50.51,50.49,50.51,50.49,52.93,68.01,50.55,49.98,50.51,50.51,49.61,212.24,51.2,199.5,54.07,50.55,48.07
2019-01-10 02:00:00,50.96,49.19,60.75,53.55,46.0,49.98,51.2,49.98,51.2,50.7,68.12,50.96,47.9,49.98,49.98,48.63,211.88,48.8,169.0,51.22,50.96,46.0
2019-01-10 03:00:00,48.8,48.8,56.64,53.73,47.0,49.55,48.8,49.55,48.8,50.7,67.86,48.8,47.41,49.55,49.55,48.8,210.44,48.5,160.0,48.94,48.8,47.0
2019-01-10 04:00:00,48.5,48.5,55.66,52.91,48.36,49.98,48.5,49.98,48.5,50.7,67.86,48.5,48.36,49.98,49.98,48.5,211.44,49.8,160.0,48.9,48.5,48.36
2019-01-10 05:00:00,49.8,49.8,69.37,54.9,51.7,49.94,49.8,49.94,49.8,55.42,67.86,49.8,52.03,49.94,49.94,49.8,223.6,57.74,169.0,51.97,49.8,51.7
2019-01-10 06:00:00,62.92,60.08,121.44,61.84,60.79,51.9,57.74,51.9,62.92,63.76,67.98,63.99,67.91,51.9,51.9,59.29,255.53,66.18,242.84,69.54,63.99,60.79
2019-01-10 07:00:00,72.6,72.6,156.45,72.93,72.5,59.32,66.18,59.32,72.6,71.29,67.94,72.6,81.59,59.32,59.32,72.6,298.19,67.2,316.95,77.05,72.6,81.59
2019-01-10 08:00:00,81.17,81.17,119.6,78.27,79.0,70.86,67.2,70.86,81.17,71.83,76.54,81.17,96.42,70.86,70.86,81.17,335.39,68.0,380.76,84.78,81.17,79.0
2019-01-10 09:00:00,81.79,81.79,185.78,78.17,79.2,79.23,68.0,79.23,81.79,71.27,84.58,87.21,119.99,79.23,79.23,81.79,341.07,67.73,450.0,90.29,87.21,110.1
2019-01-10 10:00:00,81.15,81.15,254.3,77.85,77.8,79.17,67.73,79.17,81.15,70.26,84.52,81.15,119.99,79.17,79.17,81.15,338.39,67.05,560.0,94.18,81.15,77.8
2019-01-10 11:00:00,80.0,80.0,254.28,76.88,76.7,78.55,67.05,78.55,80.0,67.09,84.53,80.0,119.99,78.55,78.55,80.0,335.69,66.15,560.0,105.03,80.0,76.7
2019-01-10 12:00:00,76.39,76.39,246.18,73.23,75.69,77.44,66.15,77.44,76.39,67.6,84.53,76.39,119.99,77.92,77.44,76.39,321.19,66.01,560.0,104.2,76.39,75.69
2019-01-10 13:00:00,75.0,75.0,271.94,72.58,75.0,69.66,66.01,69.66,75.0,66.8,84.58,76.91,116.9,74.56,74.56,75.0,315.35,64.18,560.0,99.94,76.91,75.11
2019-01-10 14:00:00,76.06,76.06,271.96,72.57,75.11,63.61,64.18,63.61,76.06,66.22,84.41,76.06,104.94,73.2,73.2,76.06,319.81,63.52,545.57,93.03,76.06,75.11
2019-01-10 15:00:00,75.4,75.4,271.94,73.18,76.05,59.94,63.52,59.94,75.4,69.8,77.74,75.4,117.85,74.24,74.24,75.4,317.04,64.6,489.77,96.77,75.4,112.0
2019-01-10 16:00:00,76.78,76.78,271.86,74.36,78.3,59.01,64.6,59.01,76.78,76.8,77.78,78.02,130.7,73.59,73.59,76.78,331.58,67.2,550.0,114.94,78.02,78.3
2019-01-10 17:00:00,83.45,83.45,271.02,80.02,83.8,59.57,67.2,59.57,83.45,78.37,84.51,85.15,130.7,74.94,74.94,83.45,350.87,69.0,610.0,101.1,85.15,115.0
2019-01-10 18:00:00,85.15,85.15,265.58,79.49,82.11,59.21,69.0,59.21,85.15,71.94,84.54,85.15,124.02,81.45,81.45,85.15,335.23,69.69,610.0,104.66,85.15,112.0
2019-01-10 19:00:00,78.16,78.16,252.34,77.33,78.93,56.38,69.69,56.38,78.16,70.02,84.52,78.52,97.07,77.82,75.67,78.16,320.43,69.75,600.0,93.97,78.52,97.07
2019-01-10 20:00:00,71.92,71.92,184.22,70.93,74.73,54.28,69.75,54.28,71.92,62.33,84.54,77.96,86.83,74.38,73.58,71.92,291.68,67.73,531.58,84.36,77.96,86.83
2019-01-10 21:00:00,67.5,67.43,179.55,67.08,68.0,52.78,67.73,52.78,67.73,60.3,84.41,68.9,76.99,60.6,60.6,67.25,260.69,65.52,405.26,78.5,68.9,76.99
2019-01-10 22:00:00,65.48,62.84,163.49,64.75,62.51,52.01,65.52,52.01,65.52,58.0,75.74,68.95,74.04,52.01,52.01,62.04,255.23,63.02,359.32,71.07,68.95,62.51
2019-01-10 23:00:00,56.19,56.15,186.9,56.95,56.1,49.99,63.02,49.99,63.02,56.24,68.04,63.99,70.99,49.99,49.99,51.07,225.85,60.84,345.54,71.02,63.99,56.1
2019-01-11 00:00:00,50.52,53.54,158.5,63.44,51.69,48.11,60.84,48.11,60.84,51.41,0.0,61.66,69.52,48.11,48.11,46.0,206.34,55.61,331.32,64.62,61.66,51.69
2019-01-11 01:00:00,48.43,49.37,120.05,57.01,50.97,47.84,55.61,47.84,55.61,49.98,63.86,59.66,62.96,47.84,47.84,44.2,210.11,52.85,324.81,59.82,59.66,50.97
2019-01-11 02:00:00,47.19,49.5,97.95,56.04,49.1,46.58,52.85,46.58,52.85,47.76,64.93,47.19,55.6,46.58,46.58,45.43,207.29,51.0,294.14,54.34,47.19,49.1
2019-01-11 03:00:00,51.18,47.39,83.4,52.93,48.22,45.74,51.0,45.74,51.0,47.36,62.22,51.18,52.24,45.74,45.74,46.42,204.36,49.98,259.78,49.9,51.18,48.22
2019-01-11 04:00:00,47.01,47.16,112.01,52.45,48.07,43.81,49.98,43.81,49.98,47.7,62.22,47.01,52.3,43.81,43.81,45.0,203.43,51.6,244.08,49.95,47.01,48.07
2019-01-11 05:00:00,47.52,46.54,121.89,53.81,49.77,46.24,51.6,46.24,51.6,51.44,55.97,59.14,62.07,46.24,46.24,43.5,205.68,58.31,244.35,55.01,59.14,49.77
2019-01-11 06:00:00,52.81,54.2,140.9,64.19,57.8,47.69,58.31,47.69,58.31,61.16,67.88,66.26,71.6,47.69,47.69,50.0,241.63,68.35,290.01,69.12,66.26,57.8
2019-01-11 07:00:00,63.06,70.31,149.97,69.6,66.96,55.06,68.35,55.06,70.31,65.03,75.85,70.31,78.0,56.02,56.02,54.78,285.6,69.01,334.55,78.52,70.31,66.96
2019-01-11 08:00:00,64.1,76.57,128.42,70.81,69.01,56.55,69.01,56.55,76.57,65.13,78.17,78.06,85.01,66.22,66.22,60.02,289.8,69.45,364.45,87.42,78.06,69.01
2019-01-11 09:00:00,65.99,70.31,190.62,70.52,69.07,56.63,69.45,56.63,73.83,65.42,84.51,67.7,81.47,67.19,67.19,69.96,267.7,69.01,397.18,88.89,67.7,69.07
2019-01-11 10:00:00,64.91,74.14,193.33,70.56,67.0,56.02,69.01,56.02,73.87,67.27,83.38,64.91,77.82,62.07,62.07,70.27,260.71,67.71,380.66,82.86,64.91,67.0
2019-01-11 11:00:00,64.01,72.74,141.88,70.68,64.0,55.41,67.71,55.41,72.77,63.57,83.41,64.01,74.77,60.45,60.45,71.33,260.62,67.69,363.6,84.16,64.01,64.0
2019-01-11 12:00:00,58.53,56.96,124.55,70.34,65.6,53.83,67.69,53.83,68.77,62.12,83.41,68.77,72.56,60.43,60.43,53.61,260.55,67.2,349.35,86.1,68.77,65.6
2019-01-11 13:00:00,66.01,53.0,123.04,70.0,64.9,52.73,67.2,52.73,67.2,62.86,84.55,67.2,71.84,60.41,60.41,52.48,258.55,67.66,339.0,82.69,67.2,71.84
2019-01-11 14:00:00,64.31,53.08,123.0,69.99,63.15,52.31,67.66,52.31,68.0,61.06,84.54,68.0,74.08,59.95,59.95,50.96,254.94,66.06,335.64,82.93,68.0,74.08
2019-01-11 15:00:00,66.95,52.43,158.91,68.24,67.99,54.92,66.06,54.92,66.06,59.6,84.56,70.77,80.18,59.11,59.11,50.69,254.91,66.18,346.09,91.92,70.77,75.11
2019-01-11 16:00:00,66.08,53.01,166.66,68.97,64.11,56.36,66.18,56.36,66.18,64.0,84.58,75.0,90.04,59.1,59.1,51.17,261.15,68.07,374.6,115.06,75.0,75.11
2019-01-11 17:00:00,66.92,71.2,144.93,69.65,66.96,56.38,68.07,56.38,69.23,71.68,84.57,78.86,94.86,60.55,60.55,65.0,261.04,70.0,600.0,119.01,78.86,75.11
2019-01-11 18:00:00,64.96,72.4,160.36,69.66,64.15,55.86,70.0,55.86,77.54,66.0,84.59,78.29,100.05,60.52,60.52,52.11,255.07,70.45,601.53,119.09,78.29,64.15
2019-01-11 19:00:00,54.27,65.12,170.18,69.53,58.93,55.68,70.45,55.68,71.83,63.95,84.57,77.52,90.07,59.14,59.14,51.28,253.53,69.19,600.0,99.07,77.52,61.4
2019-01-11 20:00:00,47.19,69.37,152.63,69.62,51.42,49.64,69.19,49.64,69.19,59.21,84.59,70.99,88.1,58.78,58.78,51.17,236.44,67.12,600.0,88.55,70.99,58.0
2019-01-11 21:00:00,47.18,57.7,181.29,66.5,49.73,48.93,67.12,48.93,67.12,58.24,84.53,67.6,83.72,54.82,54.82,47.37,220.47,66.03,555.0,78.0,67.6,49.73
2019-01-11 22:00:00,48.61,57.7,148.53,66.08,47.61,48.34,66.03,48.34,66.03,50.87,78.17,70.1,85.61,48.34,48.34,46.45,212.27,63.9,391.16,75.05,67.6,49.21
2019-01-11 23:00:00,44.76,61.56,120.07,63.9,39.36,47.54,63.9,47.54,63.57,63.03,75.36,63.57,72.0,47.54,47.54,45.88,205.44,67.18,400.0,70.04,63.57,39.36
2019-01-12 00:00:00,49.56,67.17,120.03,62.18,42.01,45.03,67.18,45.03,57.54,57.97,76.36,65.1,72.97,45.03,45.03,46.8,201.82,59.86,336.4,78.86,65.1,42.01
2019-01-12 01:00:00,47.09,49.34,182.79,57.05,40.6,47.24,59.86,47.24,51.63,61.1,75.13,62.12,67.93,47.24,47.24,46.48,192.07,53.89,341.23,64.05,62.12,40.6
2019-01-12 02:00:00,44.98,47.35,167.3,54.67,40.0,45.88,53.89,45.88,46.16,49.39,75.16,59.05,61.19,45.88,45.88,49.0,180.11,51.6,317.67,59.01,59.05,40.0
2019-01-12 03:00:00,45.08,43.96,152.65,53.39,38.66,44.61,51.6,44.61,44.95,43.09,67.89,59.0,57.78,44.61,44.61,43.69,183.36,51.4,286.17,55.0,59.0,38.66
2019-01-12 04:00:00,42.44,43.6,133.0,53.01,38.44,42.9,51.4,42.9,43.22,39.3,67.93,51.8,54.02,42.9,42.9,46.27,180.98,51.45,270.22,52.6,51.8,38.44
2019-01-12 05:00:00,44.03,42.98,131.2,52.68,40.8,42.03,51.45,42.03,42.51,39.74,67.66,51.8,53.62,42.03,42.03,42.6,180.86,52.37,252.61,62.04,51.8,40.8
2019-01-12 06:00:00,42.98,42.98,134.19,53.08,40.71,42.0,52.37,42.0,42.98,47.49,71.89,49.1,48.97,42.0,42.0,42.98,189.76,57.49,250.75,63.03,49.1,40.71
2019-01-12 07:00:00,43.06,51.36,107.57,55.78,44.92,44.06,57.49,44.06,51.36,50.75,70.1,66.61,67.86,44.06,44.06,50.99,199.76,64.0,229.0,68.12,66.61,44.92
2019-01-12 08:00:00,44.42,54.89,146.75,58.55,46.76,46.39,64.0,46.39,54.89,57.43,75.34,73.0,78.0,46.39,46.39,54.5,206.81,68.0,317.34,73.04,73.0,46.76
2019-01-12 09:00:00,48.25,62.11,121.42,61.32,51.34,48.02,68.0,48.02,62.11,60.53,77.6,85.3,77.19,48.02,48.02,62.11,214.93,68.39,364.76,74.46,85.3,52.0
