cluster,39,39,39,39
opt,,,,
planning_horizon,2020,2030,2040,2050
CCGT,48.6117161350356,62.47305016216497,80.30100006921595,63.54259475594572
DAC,30.58740422501458,38.37394043968391,30.293832463570077,6.174447520043755
DC,32.65475244831151,42.72043297239321,57.57763782967747,11.711184665673905
H2 Electrolysis,22.83089843319567,36.550246972589825,50.184227866188266,8.56019126898196
H2 Fuel Cell,30.81343163236847,42.063875392236376,76.48344673814644,10.553524162116226
OCGT,31.16184886315299,47.69252438055168,71.61959392071685,89.61054531037654
battery charger,30.50815365302102,39.68254063027672,21.030289566127827,10.111143266920296
battery discharger,30.514498846847268,39.74874403475618,23.39771421976437,10.129290947602161
coal,34.21339771801161,50.430537711985586,64.55290253957504,49.970611292591585
electricity distribution grid,29.5181138734347,28.430037341596897,11.751708149296064,5.811284400658786
geothermal,35.966757266724336,41.242034997594565,56.738553243069106,8.88685804262457
lignite,31.074594684603646,62.29777275106241,63.31448889399249,17.298626188018044
nuclear,30.5936038445663,40.78594686844983,60.461408296246795,12.27316793879666
offwind-ac,29.345176903448433,40.41229673779543,48.61754767602737,10.107926197465401
offwind-dc,30.490551524653846,44.05928523380838,47.93879936160391,10.635864892183278
offwind-float,29.98948776652985,42.54909618283937,51.90474495295306,9.470968356511323
oil,30.22410632651837,43.57932371211137,65.8431458677671,13.383108297591672
onwind,28.071604264134894,38.16626412527868,46.87472578962779,9.168119709327467
ror,31.325783971774552,39.857906372862665,55.33230345795885,11.073564275157713
solar,30.290991023839783,36.49680172507597,35.1120529565276,6.711251883684102
solar-hsat,30.838457936220575,30.946137111693073,46.65756620858414,7.5303446555343525
urban central CHP,31.732900133957063,52.93005086415806,82.42489476108838,14.512162143748636
urban central CHP CC,31.394627646454637,46.06314669882658,82.96052961496665,12.369987062757074
urban central solid biomass CHP,31.347548725813866,45.74819247953722,239.626587959201,21.76739557117588
urban central solid biomass CHP CC,31.120817260447158,42.72838654757336,145.3960374343911,17.675350848291764
